PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"P-AMINOFENOL, AVALIAÇÃO DA EXPOSIÇÃO À ANILINA",,,,Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TRICLOROCOMPOSTOS TOTAIS, AVALIAÇÃO DA EXPOSIÇÃO AO TRICLOROETANO E TRICLOROETILENO",,,,Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ZINCO,,,,Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ZINCOPROTOPORFIRINA,,,,Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"AGENTES INFECCIOSOS NA ENCEFALITE E MENINGITE - DETECÇÃO POR PCR MULTIPLEX EM PAINEL NO
LÍQUOR",627/2025,17/02/2025,,Ambulatorial,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CHLAMYDIA TRACHOMATIS, DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO OU PCR; CHLAMYDIA
TRACHOMATIS, ANTÍGENO.",,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CITOMEGALOVÍRUS - QUALITATIVO, POR PCR (COM DIRETRIZ DE UTILIZAÇÃO)",,,,Ambulatorial,HCO,HSO,REF,PAC,14,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DETECÇÃO/TIPAGEM HERPES VÍRUS 1 E 2 NO LÍQUOR,,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FOCALIZAÇÃO ISOELÉTRICA DA TRANSFERRINA (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,HCO,HSO,REF,PAC,120,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HEPATITE B - TESTE QUANTITATIVO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,HCO,HSO,REF,PAC,28,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HEPATITE C - GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,HCO,HSO,REF,PAC,29,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HEPATITE C (QUALITATIVO) POR PCR OU BDNA,,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HEPATITE C (QUANTITATIVO) POR PCR OU BDNA,,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"HIV - CARGA VIRAL POR PCR, NASBA OU BDNA",,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HIV - QUALITATIVO POR PCR,,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"HIV, GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",,,,Ambulatorial,HCO,HSO,REF,PAC,31,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"HLA B27, FENOTIPAGEM/GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)","465/2021
625/2024","01/04/2021
23/12/2024",,Ambulatorial,HCO,HSO,REF,PAC,32,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HPV - TIPAGEM POR PCR,,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HPV (VÍRUS DO PAPILOMA HUMANO) - DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO,,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"HTLV-I, POR PCR",,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"MYCOBACTERIUM TUBERCULOSIS, DETECÇÃO POR PCR",,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), DETECÇÃO DE RESISTÊNCIA A ANTIBIÓTICOS POR PCR",480/2022,02/07/2022,,Ambulatorial,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), PESQUISA PCR EM TEMPO REAL",480/2022,02/07/2022,,Ambulatorial,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PCR EM TEMPO REAL PARA INFLUENZA A E B (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,HCO,HSO,REF,,129,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PCR EM TEMPO REAL PARA VÍRUS SINCICIAL RESPIRATÓRIO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,HCO,HSO,REF,,131,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PROTEÍNA S TOTAL + LIVRE, DOSAGEM",,,,Ambulatorial,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SARS-CoV-2 (CORONAVÍRUS COVID-19) - PESQUISA POR RT - PCR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,HCO,HSO,REF,,126,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE DE HIBRIDIZAÇÃO COM SONDA EM LINHA (LPA 1ª LINHA) (COM DIRETRIZ DE UTILIZAÇÃO),619/2024,02/01/2025,,Ambulatorial,HCO,HSO,REF,,168,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE DE HIBRIDIZAÇÃO COM SONDA EM LINHA (LPA 2ª LINHA) (COM DIRETRIZ DE UTILIZAÇÃO),619/2024,02/01/2025,,Ambulatorial,HCO,HSO,REF,,169,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TESTE PARA DETECÇÃO DO VÍRUS MONKEYPOX (MPXV) POR BIOLOGIA MOLECULAR
(COM DIRETRIZ DE UTILIZAÇÃO",544/2022,21/09/2022,,Ambulatorial,HCO,HSO,REF,,157,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOXOPLASMOSE - PESQUISA EM LÍQUIDO AMINIÓTICO POR PCR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,HCO,HSO,REF,PAC,125,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
VÍRUS ZIKA - POR PCR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,HCO,HSO,REF,,111,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRANSFUSÃO AMBULATORIAL,,,,Ambulatorial,HCO,HSO,REF,,,TRANSFUSÃO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRANSFUSÃO HOSPITALAR,,,,Ambulatorial,HCO,HSO,REF,,,TRANSFUSÃO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PLASMAFÉRESE TERAPÊUTICA - INCLUI CITAFÉRESE/HEMAFÉRESE TERAPÊUTICA,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SANGRIA TERAPÊUTICA,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SANGUE TOTAL RECONSTITUÍDO PARA EXSANGUÍNEO-TRANSFUSÃO,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"UNIDADE DE COMPONENTES SANGÜÍNEOS (CONCENTRADO DE HEMÁCIAS, PLAQUETAS OU GRANULÓCITOS)
IRRADIADA",,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE CONCENTRADO DE GRANULÓCITOS,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE CONCENTRADO DE HEMÁCIAS,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE CONCENTRADO DE HEMÁCIAS LAVADAS,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCODEPLETADA,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCORREDUZIDA,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE CONCENTRADO DE PLAQUETAS (DUPLA CENTRIFUGAÇÃO),,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCODEPLETADA,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCORREDUZIDA,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE CONCENTRADO DE PLAQUETAS POR AFÉRESE,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE CRIOPRECIPITADO,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
UNIDADE DE PLASMA FRESCO CONGELADO,,,,Ambulatorial,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
AFÉRESE TERAPÊUTICA,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANTI-HIV I E II POR MÉTODO IMUNOENZIMÁTICO OU QUIMIOLUMINESCÊNCIA,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CONTAGEM DE CÉLULAS CD34 / CD45 POSITIVAS,,,,Ambulatorial,HCO,HSO,REF,PAC,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"DETECÇÃO DE HEMOGLOBINAS ANORMAIS (INVESTIGAÇÃO DE HEMOGLOBINA S E DE OUTRAS
HEMOGLOBINAS ANORMAIS NO DOADOR DE SANGUE)",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO NO SANGUE DO RECEPTOR",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOAÇÃO AUTÓLOGA COM RECUPERAÇÃO INTRA-OPERATÓRIA,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOAÇÃO AUTÓLOGA PERI-OPERATÓRIA POR HEMODILUIÇÃO NORMOVOLÊMICA,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOAÇÃO AUTÓLOGA PRÉ-OPERATÓRIA,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOAÇÃO DE COMPONENTES POR AFÉRESE,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOENÇA DE CHAGAS - TESTE IMUNOENZIMÁTICO DE ALTA SENSIBILIDADE E IMUNOFLUORESCÊNCIA,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"EXAMES IMUNOHEMATOLÓGICOS EM RECÉM-NASCIDOS: TIPIFICAÇÃO ABO E RH, PESQUISA DE D FRACO
RH(D) E PROVA DA ANTIGLOBULINA DIRETA)",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FENOTIPAGEM DE OUTROS SISTEMAS ERITROCITÁRIOS,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FENOTIPAGEM DO SISTEMA RH-HR,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"HEPATITE B - ANTI-HBC, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"HEPATITE B - HBSAG, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"HEPATITE C - ANTI-HCV, TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HTLV I E II - TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS C/ PAINEL DE HEMÁCIAS,
INCLUI TRATAMENTO ENZIMÁTICO (ELUIÇÃO E GEL)",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"IMUNO-HEMATOLÓGICOS: TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA E DETERMINAÇÃO DO FATOR RH
(D), INCLUINDO PROVA PARA D-FRACO E PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS
IRREGULARES ANTIERITROCITÁRIOS",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"INVESTIGAÇÃO DA PRESENÇA DE ANTI-A OU ANTI-B, EM SORO OU PLASMA DE NEONATO, COM MÉTODOS
QUE INCLUAM UMA FASE ANTIGLOBULÍNICA",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"MALÁRIA, PESQUISA",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS IRREGULARES NO SANGUE DO RECEPTOR,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PESQUISA QUALITATIVA E QUANTITATIVA DE ANTICORPOS ANTIERITROCITÁRIOS NATURAIS E IRREGULARES
(ELUIÇÃO, A FRIO E GEL)",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PLAQUETAS - PROVA CRUZADA,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PROVA DE COMPATIBILIDADE ENTRE AS HEMÁCIAS DO DOADOR E O SORO DO RECEPTOR (PROVA DE
COMPATIBILIDADE MAIOR)",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROVAS PRÉ-TRANSFUSIONAIS: RETIPIFICAÇÃO ABO E RH DA BOLSA DE SANGUE,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SÍFILIS - TESTE TREPONÊMICO OU NÃO-TREPONÊMICO,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE DE COOMBS DIRETO E INDIRETO - INCLUI PESQUISA DE ANTICORPOS E COMPLEMENTO,,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATÉ 4
MESES DE IDADE);",,,,Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CITOMEGALOVÍRUS APÓS TRANSPLANTE DE RIM, MEDULA ÓSSEA OU FÍGADO POR REAÇÃO DE CADEIA DE
POLIMERASE (PCR) - PESQUISA QUANTITATIVA",546/2022,03/10/2022,,Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"VÍRUS EPSTEIN BARR APÓS TRANSPLANTE DE RIM OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE
(PCR) - PESQUISA QUANTITATIVA",546/2022,03/10/2022,,Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
